,Track,Artist,Genre,Album Title,Album Type,Release Date,Thumbnail,Acousticness,Danceability,Energy,Instrumentalness,Popularity,Speechiness,Track ID,Release Year
9875,A Friend,KRS-One,"bronx hip hop, conscious hip hop, east coast hip hop, golden age hip hop, hardcore hip hop, hip hop, old school hip hop, political hip hop",I Got Next,album,1997-05-20,https://i.scdn.co/image/ab67616d0000485113402ce131f309b48a9bbc4c,0.158,0.723,0.872,0.0,0.47474747474747475,0.388,5JPCZLbqNBonKhC53JPu4A,1997
9877,"1, 2 Pass It (Remix)",D&D Allstars,golden age hip hop,Lost In The 90s Pt 3,compilation,2018-10-18,https://i.scdn.co/image/ab67616d00004851f64d85498a0866ee912fecf7,0.00486,0.717,0.823,2.9e-05,0.30303030303030304,0.307,1UkPSDESGWOLd6OHr55HeM,2018
9878,No Gimmicks,Lord Finesse,"bronx hip hop, east coast hip hop, hardcore hip hop",The Awakening,album,1996-02-20,https://i.scdn.co/image/ab67616d0000485144b45d505895bc6c6b7ab6f7,0.0596,0.801,0.853,0.0,0.31313131313131315,0.283,69CYNyritfkThChu5OzvGy,1996
9879,Ain't No Half-Steppin',Big Daddy Kane,"east coast hip hop, golden age hip hop, hardcore hip hop, old school hip hop",Long Live The Kane,album,1988-01-01,https://i.scdn.co/image/ab67616d000048514cfccde1650dc6b7cb61d5a7,0.00569,0.836,0.728,0.000819,0.5252525252525253,0.234,0dNiLb9FEHrRK7VFDJctiR,1988
9881,Unstoppable,Public Enemy,"conscious hip hop, east coast hip hop, golden age hip hop, hardcore hip hop, hip hop, old school hip hop, political hip hop",He Got Game (Original Motion Picture Soundtrack),album,1998-04-28,https://i.scdn.co/image/ab67616d00004851f9863104685ac57788ef81b9,0.0168,0.895,0.643,0.0,0.24242424242424243,0.297,2vdqtN2zlIMfx7qao0ONP4,1998
9882,Conscious Style (feat. KRS-One),Poor Righteous Teachers,"conscious hip hop, east coast hip hop, new jersey rap",The New World Order,album,1996-01-01,https://i.scdn.co/image/ab67616d00004851e17906bafb11de5f40a6d792,0.0648,0.846,0.774,0.0,0.3939393939393939,0.284,0zuczYCrsiyFfeyPPQbnyI,1996
9884,Get Down,Craig Mack,"gangster rap, hardcore hip hop, hip hop",Project: Funk Da World,album,1994-01-01,https://i.scdn.co/image/ab67616d0000485132a551112301b05eee3a1eed,0.28,0.701,0.568,5.75e-05,0.41414141414141414,0.245,3sog6rNg0KoftO7ltWoNjf,1994
9886,Step into a World (Rapture's Delight),KRS-One,"bronx hip hop, conscious hip hop, east coast hip hop, golden age hip hop, hardcore hip hop, hip hop, old school hip hop, political hip hop",I Got Next,album,1997-05-20,https://i.scdn.co/image/ab67616d0000485113402ce131f309b48a9bbc4c,0.00761,0.803,0.806,0.00544,0.5858585858585859,0.265,5xXL4i9L2ZbKBtENNh8fWY,1997
9890,Slam,Onyx,"east coast hip hop, hardcore hip hop, queens hip hop",Bacdafucup,album,1993-03-30,https://i.scdn.co/image/ab67616d000048511dae2182751db2665015905d,0.0654,0.876,0.71,0.00312,0.6363636363636364,0.347,0W2mz7mvaBaEsC4rmoRNPn,1993
9891,Word is Bond,Brand Nubian,"conscious hip hop, east coast hip hop, golden age hip hop",Everything Is Everything,album,1994-10-11,https://i.scdn.co/image/ab67616d000048519e873f2399cf7f17d73f9c1c,0.211,0.826,0.668,0.0,0.48484848484848486,0.311,4PcO1Spa5Vy5zFePNzTRap,1994
9892,Outta Here,KRS-One,"bronx hip hop, conscious hip hop, east coast hip hop, golden age hip hop, hardcore hip hop, hip hop, old school hip hop, political hip hop",Return of the Boom Bap,album,1993-09-03,https://i.scdn.co/image/ab67616d00004851db6b0860c8fc65d67c76775f,0.000298,0.849,0.757,0.11,0.43434343434343436,0.184,1yjRkRZ9N9blrca0f0UzeF,1993
9893,Brainstorm / P.S.K. - No Gimmicks Remix,Lord Finesse,"bronx hip hop, east coast hip hop, hardcore hip hop",The Awakening,album,1996-02-20,https://i.scdn.co/image/ab67616d0000485144b45d505895bc6c6b7ab6f7,0.137,0.665,0.937,0.0,0.45454545454545453,0.47,1dm6nqs4dHU3ReXb4mDYht,1996
9896,"L.A., L.A. - Kuwait Mix",Capone-N-Noreaga,"east coast hip hop, queens hip hop",The War Report,album,1997-06-17,https://i.scdn.co/image/ab67616d0000485151469bf94ace42d713f94c42,0.0459,0.641,0.753,5.69e-06,0.46464646464646464,0.333,4NuzPdAt2PLIomz0341at5,1997
9897,Fed Up,House Of Pain,"gangster rap, hip hop, rap rock, west coast rap",Truth Crushed To Earth Shall Rise Again,album,1996-10-22,https://i.scdn.co/image/ab67616d0000485137a250b71bb444952e2095ec,0.155,0.689,0.581,0.0665,0.3939393939393939,0.292,1SRYJHIs7DvAMhtUdMHJrE,1996
9898,"Can't Stop, Won't Stop",KRS-One,"bronx hip hop, conscious hip hop, east coast hip hop, golden age hip hop, hardcore hip hop, hip hop, old school hip hop, political hip hop",I Got Next,album,1997-05-20,https://i.scdn.co/image/ab67616d0000485113402ce131f309b48a9bbc4c,0.00696,0.782,0.652,0.00261,0.30303030303030304,0.348,6jLsxwOBcWGdMxVisJIhsL,1997
9899,Chief Rocka,Lords Of The Underground,"conscious hip hop, east coast hip hop, new jersey rap",Here Come The Lords,album,1993-01-01,https://i.scdn.co/image/ab67616d000048519f1f96b2d132b62ef0e3da18,0.174,0.89,0.716,0.000589,0.5959595959595959,0.296,34MRi5GRWHFUa731JBxFEl,1993
9900,C.I.A. (Criminals In Action),Zack De La Rocha,"industrial hip hop, political hip hop",Lyricist Lounge Vol. 1,compilation,2002-01-01,https://i.scdn.co/image/ab67616d00004851ebf6d77b4e67d2acb497418d,0.0551,0.715,0.823,0.0,0.3838383838383838,0.322,2itPegdGAksguJItwZyOK1,2002
9902,Claimin' I'm a Criminal,Brand Nubian,"conscious hip hop, east coast hip hop, golden age hip hop",Everything Is Everything,album,1994-10-11,https://i.scdn.co/image/ab67616d000048519e873f2399cf7f17d73f9c1c,0.123,0.725,0.642,0.000113,0.32323232323232326,0.0882,5UI7s4xJlNrtpF3Zbchxqq,1994
9903,True And Livin',Lord Finesse,"bronx hip hop, east coast hip hop, hardcore hip hop",The Awakening,album,1996-02-20,https://i.scdn.co/image/ab67616d0000485144b45d505895bc6c6b7ab6f7,0.119,0.871,0.742,0.0,0.37373737373737376,0.189,084SbHqjMupiqSFvHmou6w,1996
9904,KRS-One Attacks,KRS-One,"bronx hip hop, conscious hip hop, east coast hip hop, golden age hip hop, hardcore hip hop, hip hop, old school hip hop, political hip hop",Return of the Boom Bap,album,1993-09-03,https://i.scdn.co/image/ab67616d00004851db6b0860c8fc65d67c76775f,0.0346,0.668,0.573,0.000578,0.42424242424242425,0.363,5IR1BV84fjB5SPzDw5NTQp,1993
9908,Back From The Dead,House Of Pain,"gangster rap, hip hop, rap rock, west coast rap",Same As It Ever Was,album,1994-06-24,https://i.scdn.co/image/ab67616d000048512fcea3aacc08328404c89910,0.0239,0.71,0.875,0.0171,0.5353535353535354,0.196,2rzafMh8q10vQGixcHupCh,1994
9910,Wannabemceez (feat. Mad Lion),KRS-One,"bronx hip hop, conscious hip hop, east coast hip hop, golden age hip hop, hardcore hip hop, hip hop, old school hip hop, political hip hop",KRS-One,album,1995-10-10,https://i.scdn.co/image/ab67616d00004851d0c36501e3574923c5a4c126,0.000128,0.907,0.702,8.86e-06,0.31313131313131315,0.277,5mSIDZa8ul2PyzjDsOkGMw,1995
9914,I'm A Swing It,House Of Pain,"gangster rap, hip hop, rap rock, west coast rap",Same As It Ever Was,album,1994-06-24,https://i.scdn.co/image/ab67616d000048512fcea3aacc08328404c89910,0.0122,0.861,0.573,0.00462,0.5050505050505051,0.118,1qB61CUkHHalhxapCrvMsE,1994
9916,The MC,KRS-One,"bronx hip hop, conscious hip hop, east coast hip hop, golden age hip hop, hardcore hip hop, hip hop, old school hip hop, political hip hop",I Got Next,album,1997-05-20,https://i.scdn.co/image/ab67616d0000485113402ce131f309b48a9bbc4c,0.0139,0.717,0.949,0.0,0.40404040404040403,0.368,3BB2d2NGwpSCyrcdcBCpH7,1997
9917,ILL Street Blues,Kool G Rap,"east coast hip hop, hardcore hip hop, old school hip hop, queens hip hop",The Pre-Kill Vol. 2,album,2012-07-03,https://i.scdn.co/image/ab67616d00004851f818443fb96f7696721fdb43,0.106,0.711,0.693,0.0,0.46464646464646464,0.41,0LfoVjNyrzkCLzarDAazCh,2012
9920,Guess Who's Back,House Of Pain,"gangster rap, hip hop, rap rock, west coast rap",House of Pain (Fine Malt Lyrics),album,1992-07-21,https://i.scdn.co/image/ab67616d00004851c9f143444515b5106b0e4de5,0.00894,0.684,0.691,1.85e-06,0.45454545454545453,0.34,34ItaC7HgHr9fJvsOgD3eV,1992
9921,For Pete's Sake,Pete Rock & C.L. Smooth,"east coast hip hop, jazz rap",Mecca And The Soul Brother,album,1992-05-26,https://i.scdn.co/image/ab67616d00004851d535e6a05ec517c25a232f43,0.34,0.671,0.705,0.000839,0.3434343434343434,0.172,1y85Gm1VkI0kLXIv4Gpcip,1992
9922,Higher Level,KRS-One,"bronx hip hop, conscious hip hop, east coast hip hop, golden age hip hop, hardcore hip hop, hip hop, old school hip hop, political hip hop",Return of the Boom Bap,album,1993-09-03,https://i.scdn.co/image/ab67616d00004851db6b0860c8fc65d67c76775f,0.0539,0.883,0.564,0.163,0.3333333333333333,0.285,46LrR8Bj3FdDks3JRMCeHf,1993
9923,Bucktown,Smif-N-Wessun,east coast hip hop,Dah Shinin',album,1995-01-01,https://i.scdn.co/image/ab67616d00004851721765a958512981797ca47a,0.0618,0.769,0.836,0.0,0.5555555555555556,0.244,5fyRqeycMofUoGmDis5Gu6,1995
9925,THAT'S THAT,MF DOOM,"alternative hip hop, east coast hip hop, hip hop, instrumental hip hop",BORN LIKE THIS,album,2009-03-23,https://i.scdn.co/image/ab67616d0000485173fcd3730311f6ec3a4326dd,0.235,0.499,0.728,0.0,0.6363636363636364,0.385,2Vy16OMt19FH30uQNTFdLk,2009
9929,Nobles (feat. Earl Sweatshirt & Navy Blue),The Alchemist,"alternative hip hop, drumless hip hop, hip hop, instrumental hip hop, west coast rap",This Thing Of Ours,album,2021-04-30,https://i.scdn.co/image/ab67616d00004851fc4a79e449fc949eedd12c4a,0.32,0.301,0.497,0.0,0.5353535353535354,0.0549,6Ecv0YG6QR0Zggsdw3u3mb,2021
9930,"Buck 50 (feat. Cappadonna, Method Man & Redman)",Ghostface Killah,"east coast hip hop, hardcore hip hop",Supreme Clientele,album,2000-02-08,https://i.scdn.co/image/ab67616d000048513d58f24bac130db263b3e4ae,0.373,0.659,0.853,0.0,0.41414141414141414,0.288,36Q4rLcgYYbJ4y2LnuIPGj,2000
9931,4th Chamber,GZA,"east coast hip hop, hardcore hip hop",Liquid Swords,album,1995-11-07,https://i.scdn.co/image/ab67616d0000485184b6abc19fb31fb382378bbc,0.0271,0.708,0.447,0.000728,0.6060606060606061,0.0952,4qfUlchVD7WM4JhA5xio6m,1995
9932,Sunshine,Mos Def,"conscious hip hop, east coast hip hop, hip hop",The New Danger,album,2004-10-12,https://i.scdn.co/image/ab67616d000048515df4b79ea8baf27cf3da6492,0.128,0.622,0.725,0.0,0.5555555555555556,0.33,06pRRMDsx7mdfZQy10it40,2004
9933,Sunshine,Atmosphere,"alternative hip hop, conscious hip hop, minnesota hip hop",Sad Clown Bad Year (#9-#12 Collection),album,2018-07-27,https://i.scdn.co/image/ab67616d000048514beb66f56871bbde37f6892d,0.147,0.853,0.572,2.79e-06,0.6060606060606061,0.149,5p8WbMGPsP2TmcsInVn44u,2018
9936,Rhinestone Eyes,Gorillaz,"alternative hip hop, modern rock, rock",Plastic Beach,album,2010-03-03,https://i.scdn.co/image/ab67616d00004851661d019f34569f79eae9e985,0.0869,0.676,0.703,0.000687,0.797979797979798,0.0302,1foMv2HQwfQ2vntFf9HFeG,2010
9937,GodLovesUgly,Atmosphere,"alternative hip hop, conscious hip hop, minnesota hip hop",God Loves Ugly,album,2002-06-11,https://i.scdn.co/image/ab67616d000048515014b2c4653a8d661cf73402,0.613,0.697,0.877,1.47e-05,0.46464646464646464,0.314,3uCizHbUJRaYLPBbEUhh0l,2002
9938,The Number One,Atmosphere,"alternative hip hop, conscious hip hop, minnesota hip hop",Sad Clown Bad Summer Number 9,single,2007-08-21,https://i.scdn.co/image/ab67616d000048510d93ae7d82f2e3713790935e,0.663,0.611,0.845,0.0,0.1717171717171717,0.101,4ndkPEkMOkk6UwLvx4HtpV,2007
9939,Don't Forget,Atmosphere,"alternative hip hop, conscious hip hop, minnesota hip hop",Sad Clown Bad Summer Number 9,single,2007-08-21,https://i.scdn.co/image/ab67616d000048510d93ae7d82f2e3713790935e,0.0232,0.883,0.532,0.0,0.1717171717171717,0.201,2YgXoj5Ccm1YswliacDG84,2007
9940,Yesterday,Atmosphere,"alternative hip hop, conscious hip hop, minnesota hip hop","When Life Gives You Lemons, You Paint That Shit Gold",album,2008-04-22,https://i.scdn.co/image/ab67616d0000485180ed8fe3bc537839f250ee8a,0.524,0.849,0.531,0.0,0.5656565656565656,0.258,4txpC7uzAR3JeNfs4Yd0DZ,2008
9945,Criminology (feat. Ghostface Killah),Raekwon,"east coast hip hop, hardcore hip hop",Only Built 4 Cuban Linx...,album,1995-01-01,https://i.scdn.co/image/ab67616d0000485110f55f2af876cc662fc4ec12,0.0168,0.712,0.726,0.0,0.5151515151515151,0.182,1MHtFj66arQ3vD4ZNK1RYy,1995
9946,"Guillotine (Swordz) (feat. Ghostface Killah, Inspectah Deck & GZA (Genius))",Raekwon,"east coast hip hop, hardcore hip hop",Only Built 4 Cuban Linx...,album,1995-01-01,https://i.scdn.co/image/ab67616d0000485110f55f2af876cc662fc4ec12,0.266,0.873,0.728,0.0,0.5656565656565656,0.313,6eAIynPK19mHRypXB26o6X,1995
9947,1-800 Suicide,Gravediggaz,"east coast hip hop, hardcore hip hop, wu fam",6 Feet Deep,album,1994-08-09,https://i.scdn.co/image/ab67616d000048513a3d8443c399f6b8890a8e52,0.189,0.71,0.616,1.7e-05,0.46464646464646464,0.337,1ZVLcPevmHQVOzhd87NB2J,1994
9948,Diary of a Madman,Gravediggaz,"east coast hip hop, hardcore hip hop, wu fam",6 Feet Deep,album,1994-08-09,https://i.scdn.co/image/ab67616d000048513a3d8443c399f6b8890a8e52,0.348,0.65,0.685,0.0,0.36363636363636365,0.502,3Kf5NZ6FNS0mcizq0tgBZC,1994
9949,Dirty Girl,Felt,abstract hip hop,RSE20: 20 Years of Rhymesayers Entertainment,compilation,2015-11-04,https://i.scdn.co/image/ab67616d0000485103a4624dcf9b18bd3fe8764c,0.443,0.806,0.697,0.0,0.41414141414141414,0.163,4NFI5YKWjOL6lWD5VcinH4,2015
9950,The Best Day,Atmosphere,"alternative hip hop, conscious hip hop, minnesota hip hop","To All My Friends, Blood Makes The Blade Holy: The Atmosphere EP's",album,2010-09-07,https://i.scdn.co/image/ab67616d000048511a0163e2efba92fc1f1a3891,0.358,0.882,0.624,0.0,0.5757575757575758,0.0681,3QOmgrh6ElgcPKwOAnbwgu,2010
9951,At the Helm,Hieroglyphics,"alternative hip hop, hardcore hip hop, hip hop, jazz rap",3rd Eye Vision,album,1998-01-01,https://i.scdn.co/image/ab67616d00004851aa2fb750f636a934c22cdec3,0.14,0.925,0.785,5.12e-06,0.4444444444444444,0.252,66Exwk617LAM1nk3fJflZq,1998
9953,Catch a Bad One,Del The Funky Homosapien,"alternative hip hop, hip hop, oakland hip hop",No Need For Alarm,album,1993-11-02,https://i.scdn.co/image/ab67616d000048517929c682510ec8a561a489f9,0.345,0.732,0.584,0.0199,0.40404040404040403,0.33,0vhiGS9UsCMq4RF0WgB6gP,1993
9956,Sour Soul,BADBADNOTGOOD,"canadian modern jazz, indie soul",Sour Soul,album,2015-02-19,https://i.scdn.co/image/ab67616d0000485121132193a03d76bb4fd55ff0,0.102,0.564,0.684,0.000595,0.4444444444444444,0.253,6PdIJOOMKQGFxqnDZuT0Vo,2015
9957,Colorful Storms - Remix Instro,Damu The Fudgemunk,"chillhop, instrumental hip hop, jazz boom bap, jazz rap, underground hip hop",Full Time,album,2016-02-12,https://i.scdn.co/image/ab67616d00004851120bab2c1e6942ba90206f83,0.548,0.712,0.396,0.924,0.40404040404040403,0.0531,71lt3q9KhtrYZSpqoswFfD,2016
9959,Mando Calrissian,CZARFACE,alternative hip hop,Super What?,album,2021-05-07,https://i.scdn.co/image/ab67616d00004851c81512cf4ad12711299b94ea,0.723,0.401,0.707,0.000545,0.5151515151515151,0.32,13Sf8s6OLiI4IWn8V3rVwP,2021
9960,Life's a Bitch (feat. AZ & Olu Dara),Nas,"conscious hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, queens hip hop, rap",Illmatic,album,1994-04-19,https://i.scdn.co/image/ab67616d00004851045fc920ecf4f8094888ec26,0.00138,0.775,0.734,0.0,0.6565656565656566,0.215,2LhhnqrHPWvXYveZVHLKrd,1994
9961,Memory Lane (Sittin' in da Park),Nas,"conscious hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, queens hip hop, rap",Illmatic,album,1994-04-19,https://i.scdn.co/image/ab67616d00004851045fc920ecf4f8094888ec26,0.31,0.648,0.841,0.0,0.6262626262626263,0.212,2W58HMaCbjcUfZnZaeHtcC,1994
9962,Accordion,Madvillain,"abstract hip hop, alternative hip hop, hip hop, psychedelic hip hop",Madvillainy,album,2004-03-24,https://i.scdn.co/image/ab67616d0000485174dc897ea75402db37ef239a,0.0243,0.578,0.631,0.0,0.6565656565656566,0.309,67vrmPygrZ9giGqHUSReAT,2004
9963,More Soup,Moka Only,"bc underground hip hop, canadian hip hop, canadian old school hip hop, jazz rap, outer hip hop",Desired Effect,album,2006-10-03,https://i.scdn.co/image/ab67616d00004851f67954e29bb5d409ea8a2742,0.103,0.797,0.844,0.256,0.37373737373737376,0.0471,0C5Nxw2GNFMzinyLklHTYA,2006
9964,Belize (feat. MF DOOM),Danger Mouse,mashup,Cheat Codes,album,2022-08-12,https://i.scdn.co/image/ab67616d000048517d79b9c2cacc84b20de67f80,0.344,0.6,0.815,8.92e-06,0.5959595959595959,0.206,5Mi3Qt2bXMqXRG2vnmp4a0,2022
9965,All Outta Ale,MF DOOM,"alternative hip hop, east coast hip hop, hip hop, instrumental hip hop",The Prof Meets The SUPER VILLAIN,single,2002-10-01,https://i.scdn.co/image/ab67616d0000485194db38dd4ae70973be1a24f4,0.00938,0.731,0.838,0.00477,0.48484848484848486,0.252,7BR8gWAmH0NSEgLG5aVqww,2002
9966,Barz Simpson,Sonnyjim,uk hip hop,White Girl Wasted,album,2022-09-06,https://i.scdn.co/image/ab67616d000048517bddffc0e2e39b29fb0d697b,0.49,0.497,0.62,0.0,0.47474747474747475,0.155,4bceNdxoHAGkEhwldRadmL,2022
9967,Mash's Revenge,J Dilla,"alternative hip hop, detroit hip hop, hip hop, instrumental hip hop",Peanut Butter Wolf's B Ball Zombie War,compilation,2007-10-02,https://i.scdn.co/image/ab67616d0000485188327be9dfbf3d89d279da47,0.36,0.44,0.813,0.0,0.3333333333333333,0.374,5mGm1ZI6MUBdmCLhvH5a1F,2007
9968,Think Big (feat. B.I.G. & Lord Tariq),Pudgee,deep east coast hip hop,Action Like Charles Bronson: Best of Hardcore Hip Hop Vol. 2,compilation,2007-06-12,https://i.scdn.co/image/ab67616d00004851f047419be7183fc1361df78d,0.0206,0.712,0.678,0.0,0.30303030303030304,0.34,6bkmeM4o1MZJ8xIn0ZNQGe,2007
9969,The New,Interpol,"alternative dance, alternative rock, indie rock, indietronica, modern rock, rock",Turn On The Bright Lights: The Tenth Anniversary Edition (Remastered),album,2002-08-20,https://i.scdn.co/image/ab67616d00004851f7ae8ba8b335b781af9bf9d4,0.000863,0.35,0.824,0.827,0.0,0.035,5bmLW1h16jxvCWHxnk7otj,2002
9970,Roland,Interpol,"alternative dance, alternative rock, indie rock, indietronica, modern rock, rock",Turn On The Bright Lights: The Tenth Anniversary Edition (Remastered),album,2002-08-20,https://i.scdn.co/image/ab67616d00004851f7ae8ba8b335b781af9bf9d4,3e-05,0.267,0.967,0.702,0.0,0.0609,2VfeUNBQWqWDXD20hctfEV,2002
9971,The Heinrich Maneuver,Interpol,"alternative dance, alternative rock, indie rock, indietronica, modern rock, rock",Our Love To Admire,album,2007-07-10,https://i.scdn.co/image/ab67616d00004851f983972721f333a1d714400b,0.000146,0.535,0.992,0.0743,0.0,0.0769,4VmqrMPBppKFkOw2zuEIt8,2007
9973,PDA,Interpol,"alternative dance, alternative rock, indie rock, indietronica, modern rock, rock",Turn On The Bright Lights: The Tenth Anniversary Edition (Remastered),album,2002-08-20,https://i.scdn.co/image/ab67616d00004851f7ae8ba8b335b781af9bf9d4,2.73e-05,0.239,0.902,0.837,0.0,0.071,4Jcg7RJGHyCOjvALY6NAkx,2002
9974,She Lied,War Tapes,deep gothic post-punk,War Tapes,album,2008-09-16,https://i.scdn.co/image/ab67616d000048513a5effd0ef0281f9ac7f1eff,0.00426,0.442,0.783,0.0,0.0,0.0576,5hUFhxLR5kYgqwUyvGTers,2008
9975,Freaks,Surf Curse,"dreamo, indie surf, pov: indie, surf punk, vegas indie",Buds,album,2015-05-10,https://i.scdn.co/image/ab67616d00004851419b86b4ab35e2948af8bec2,4.16e-05,0.346,0.944,0.565,0.08080808080808081,0.0485,0HUTL8i4y4MiGCPId7M7wb,2015
9976,Love Test,The Growlers,"garage rock revival, indie garage rock, indie surf",Chinese Fountain,album,2014-09-23,https://i.scdn.co/image/ab67616d00004851adf0acda31888e0b000d552b,0.00744,0.65,0.728,0.000406,0.0,0.0263,4lNdwUwfLs4ogOGN2qzaxD,2014
9977,Rosyln,Bon Iver,"chamber pop, eau claire indie, indie folk, melancholia, modern rock",The Twilight Saga: New Moon (Original Motion Picture Soundtrack),compilation,2009-10-09,https://i.scdn.co/image/ab67616d000048518cdc3315bbb5331eddf6a21d,0.971,0.329,0.277,0.024,0.7777777777777778,0.0302,4k7x3QKrc3h3U0Viqk0uop,2009
9978,Overthinking,Acid Ghost,indie garage rock,I Want to Hide My Face & Die,album,2015-11-26,https://i.scdn.co/image/ab67616d00004851f09e363762af3a7c546624a1,0.725,0.611,0.871,0.846,0.47474747474747475,0.028,0w2kfnU1PFKxjmZFQ1J1X8,2015
9979,All Alone,Acid Ghost,indie garage rock,All Alone,single,2015-01-30,https://i.scdn.co/image/ab67616d0000485150841469c90736fc790cf300,0.693,0.509,0.588,0.845,0.494949494949495,0.0298,72xnRXxHiAhTfKSzlPdEmo,2015
9980,Ghost,Motorama,"deep gothic post-punk, russian post-punk",Alps,album,2013-01-01,https://i.scdn.co/image/ab67616d00004851f8963c6008b6fb30f277b768,0.0106,0.274,0.913,0.72,0.45454545454545453,0.159,0Dw3M1B14FRabDfVYr5pEX,2013
9981,Spend The Night,She Wants Revenge,dark wave,She Wants Revenge (International Version),album,2005-01-01,https://i.scdn.co/image/ab67616d00004851474abc641e0db4970dab4ae2,0.0342,0.579,0.96,0.0,0.3434343434343434,0.0598,58TxodBjPMGkhXAJ5y9orL,2005
9982,Tear You Apart,She Wants Revenge,dark wave,She Wants Revenge,album,2005-01-01,https://i.scdn.co/image/ab67616d0000485116d59323e07d989e1b1d9fcc,0.000522,0.583,0.729,1.47e-05,0.6868686868686869,0.0341,3urJUvRhgMrwydaTQFVEg9,2005
9983,Out Of Control,She Wants Revenge,dark wave,She Wants Revenge,album,2005-01-01,https://i.scdn.co/image/ab67616d0000485116d59323e07d989e1b1d9fcc,0.000501,0.654,0.703,0.0,0.5454545454545454,0.0295,6gwJm7LgsaHdd3CWi4K8e8,2005
9984,Black Memories,The Growlers,"garage rock revival, indie garage rock, indie surf",Chinese Fountain,album,2014-09-23,https://i.scdn.co/image/ab67616d00004851d2d911df14180b62b916ca0d,0.00661,0.617,0.576,0.0,0.5151515151515151,0.0286,54YY9VsZn8sbwXht0VAKZB,2014
9985,When You Were Made,The Growlers,"garage rock revival, indie garage rock, indie surf",City Club,album,2016-09-30,https://i.scdn.co/image/ab67616d00004851bb09cba8a0ce270c134a59e9,0.412,0.557,0.769,0.0,0.5656565656565656,0.0285,47WtMNT8S9n3eqsCn076Bf,2016
